docId,docLabel,docTitle,docType,href,publicationDate,publisher,status.active,authors,status.stabilized,status.superseded,status.supersededBy,status.amended,status.amendedBy,group,keywords,references.normative,status.draft,status.unknown,details,status.withdrawn,status.supersededDate,status.statusNote,repo,doi,relatedDocs,workInfo.review,status.reaffirmDate,status.reaffirmed,docNumber,references.bibliographic,docPart,status.withdrawnDate,workInfo.project,status.publicCd,docElement,status.amendedDate,status.stabilizedDate,xmlNamespace
SMPTE.ST428-11.2013,SMPTE ST 428-11:2013,Additional Frame Rates for D-Cinema,Standard,https://doi.org/10.5594/SMPTE.ST428-11.2013,2013-08-27T07:00:00.000Z,SMPTE,true,undefined,undefined,undefined,undefined,undefined,undefined,smpte-21dc-tc,"[""DCinema"",""DCDM"",""Distribution""]","[""SMPTE.ST428-1.2006"",""SMPTE.ST428-2.2006""]",undefined,undefined,undefined,undefined,undefined,undefined,https://github.com/SMPTE/st428-11,10.5594/SMPTE.ST428-11.2013,undefined,null,2018-03-15T07:00:00.000Z,true,428,"[""SMPTE.ST428-9.2008"",""SMPTE.ST428-10.2008"",""SMPTE.ST428-19.2010"",""SMPTE.ST429-2.2011"",""SMPTE.ST429-2.2011Am1.2013"",""SMPTE.ST429-4.2006"",""SMPTE.ST429-10.2008"",""SMPTE.ST429-13.2009"",""SMPTE.SGR.21DC.S.2005"",""SMPTE.SGR.21DC.AFR.200707"",""SMPTE.SGR.21DC.HFR.201111""]",11,undefined,null,undefined,undefined,undefined,undefined,undefined
SMPTE.ST428-12.2013,SMPTE ST 428-12:2013,D-Cinema Distribution Master Common Audio Channels and Soundfield Groups,Standard,https://doi.org/10.5594/SMPTE.ST428-12.2013,2013-02-26T08:00:00.000Z,SMPTE,true,undefined,undefined,undefined,undefined,undefined,undefined,smpte-21dc-tc,"[""DCinema"",""DCDM"",""DCP Core"",""Distribution"",""Sound""]","[""SMPTE.ST400.2012""]",undefined,undefined,undefined,undefined,undefined,undefined,https://github.com/SMPTE/st428-12,10.5594/SMPTE.ST428-12.2013,undefined,null,2018-03-15T07:00:00.000Z,true,428,undefined,11,undefined,null,undefined,undefined,undefined,undefined,undefined
SMPTE.ST428-19.2010,SMPTE ST 428-19:2010,D-Cinema Distribution Master —Additional Frame RatesLevel AFR2 and Level AFR4 —Serial Digital Interface Signal Formatting,Standard,https://doi.org/10.5594/SMPTE.ST428-19.2010,2010-08-09T07:00:00.000Z,SMPTE,true,undefined,undefined,undefined,undefined,undefined,undefined,smpte-21dc-tc,"[""DCinema"",""DCDM"",""Distribution"",""SDI""]","[""SMPTE.ST428-1.2006"",""SMPTE.ST428-11.2009""]",undefined,undefined,undefined,undefined,undefined,undefined,https://github.com/SMPTE/st428-19,10.5594/SMPTE.ST428-19.2010,"[""iso26428-19-2011""]",null,2018-03-15T07:00:00.000Z,true,428,"[""SMPTE.ST292.2008"",""SMPTE.ST372.2009"",""SMPTE.ST424.2006"",""SMPTE.ST425.2008""]",19,undefined,null,undefined,undefined,undefined,undefined,undefined
SMPTE.ST428-2.2006,SMPTE ST 428-2:2006,D-Cinema Distribution Master - Audio Characteristics,Standard,https://doi.org/10.5594/SMPTE.ST428-2.2006,2006-08-16T07:00:00.000Z,SMPTE,true,undefined,undefined,undefined,undefined,undefined,undefined,smpte-21dc-tc,"[""DCinema"",""DCDM"",""DCP Core"",""Distribution"",""Sound""]","[""aes3-2003""]",undefined,undefined,undefined,undefined,undefined,undefined,https://github.com/SMPTE/st428-2,10.5594/SMPTE.ST428-2.2006,"[""iso26428-2-2008""]",null,2018-03-15T07:00:00.000Z,true,428,"[""aes5-2003"",""aes11-2003"",""aes-r2-2004""]",2,undefined,null,undefined,undefined,undefined,undefined,undefined
SMPTE.ST428-21.2011,SMPTE ST 428-21:2011,Archive Frame Rates for D-Cinema,Standard,https://doi.org/10.5594/SMPTE.ST428-21.2011,2011-02-22T08:00:00.000Z,SMPTE,true,undefined,undefined,undefined,undefined,undefined,undefined,smpte-21dc-tc,"[""DCinema"",""DCDM"",""Distribution"",""Archive""]","[""SMPTE.ST428-1.2006"",""SMPTE.ST428-2.2006""]",undefined,undefined,undefined,undefined,undefined,undefined,https://github.com/SMPTE/st428-21,10.5594/SMPTE.ST428-21.2011,undefined,null,2018-03-15T07:00:00.000Z,true,428,"[""SMPTE.ST428-11.2009"",""SMPTE.ST429-2.2009"",""SMPTE.ST429-4.2006"",""SMPTE.ST429-13.2009"",""SMPTE.SGR.21DC.AFR.200707""]",21,undefined,null,undefined,undefined,undefined,undefined,undefined
SMPTE.ST428-3.2006,SMPTE ST 428-3:2006,D-Cinema Distribution Master Audio Channel Mapping and Channel docLabeling,Standard,https://doi.org/10.5594/SMPTE.ST428-3.2006,2006-09-29T07:00:00.000Z,SMPTE,false,undefined,undefined,undefined,undefined,undefined,undefined,smpte-21dc-tc,"[""DCinema"",""DCDM"",""DCP Core"",""Distribution"",""Sound""]",null,undefined,undefined,undefined,true,undefined,undefined,undefined,10.5594/SMPTE.ST428-3.2006,"[""iso26428-3-2008""]",null,undefined,undefined,428,null,3,2017-09-28T07:00:00.000Z,null,undefined,undefined,undefined,undefined,undefined
SMPTE.ST428-7.2007,SMPTE ST 428-7:2007,Digital CinemaDistribution Master —Subtitle,Standard,https://doi.org/10.5594/SMPTE.ST428-7.2007,2007-04-12T07:00:00.000Z,SMPTE,false,undefined,undefined,true,"[""SMPTE.ST428-7.2010""]",undefined,undefined,smpte-21dc-tc,"[""DCinema"",""DCDM"",""DCP Core"",""Distribution"",""Subtitles""]",null,undefined,undefined,undefined,undefined,2010-12-15T08:00:00.000Z,undefined,undefined,10.5594/SMPTE.ST428-7.2007,undefined,null,undefined,undefined,428,null,7,undefined,null,undefined,undefined,undefined,undefined,undefined
SMPTE.ST428-7.2010,SMPTE ST 428-7:2010,Digital Cinema Distribution Master — Subtitle,Standard,https://doi.org/10.5594/SMPTE.ST428-7.2010,2010-12-15T08:00:00.000Z,SMPTE,false,undefined,undefined,true,"[""SMPTE.ST428-7.2014""]",undefined,undefined,smpte-21dc-tc,"[""DCinema"",""DCDM"",""DCP Core"",""Distribution"",""Subtitles""]",null,undefined,undefined,undefined,undefined,2014-02-11T08:00:00.000Z,undefined,undefined,10.5594/SMPTE.ST428-7.2010,undefined,null,undefined,undefined,428,null,7,undefined,null,undefined,undefined,undefined,undefined,undefined
SMPTE.ST428-7.2014,SMPTE ST 428-7:2014,Digital Cinema Distribution Master – Subtitle,Standard,https://doi.org/10.5594/SMPTE.ST428-7.2014,2014-02-11T08:00:00.000Z,SMPTE,true,undefined,undefined,undefined,undefined,undefined,undefined,smpte-21dc-tc,"[""DCinema"",""DCDM"",""DCP Core"",""Distribution"",""Subtitles""]","[""xml-20040204"",""xmlschema-1-20041028"",""xmlschema-2-20041028"",""rfc2396"",""rfc4122"",""iso15948-2004"",""iso14496-22-2009"",""iso10646-1-2000"",""uax9-0610""]",undefined,undefined,undefined,undefined,undefined,undefined,https://github.com/SMPTE/st428-7,10.5594/SMPTE.ST428-7.2014,undefined,null,undefined,undefined,428,undefined,7,undefined,null,undefined,undefined,undefined,undefined,"[""http://www.smpte-ra.org/schemas/428-7/2010/DCST"",""http://www.smpte-ra.org/schemas/428-7/2014/DCST""]"
SMPTE.ST428-9.2008,SMPTE ST 428-9:2008,D-Cinema Distribution Master - Image Pixel Structure Level 3 - Serial Digital Interface Signal Formatting,Standard,https://doi.org/10.5594/SMPTE.ST428-9.2008,2008-02-14T08:00:00.000Z,SMPTE,true,undefined,undefined,undefined,undefined,undefined,undefined,smpte-21dc-tc,"[""DCinema"",""DCDM"",""Distribution"",""Image"",""SDI""]","[""SMPTE.ST291.2006"",""SMPTE.ST428-1.2006""]",undefined,undefined,undefined,undefined,undefined,undefined,https://github.com/SMPTE/st428-9,10.5594/SMPTE.ST428-9.2008,"[""iso26428-9-2009""]",null,2018-03-15T07:00:00.000Z,true,428,"[""SMPTE.ST292.2008"",""SMPTE.ST372.2002"",""SMPTE.ST424.2006"",""SMPTE.ST425.2006""]",9,undefined,null,undefined,undefined,undefined,undefined,undefined
SMPTE.ST429-10.2008,SMPTE ST 429-10:2008,D-Cinema Packaging - Stereoscopic Picture Track File,Standard,https://doi.org/10.5594/SMPTE.ST429-10.2008,2008-02-15T08:00:00.000Z,SMPTE,true,undefined,undefined,undefined,undefined,undefined,undefined,smpte-21dc-tc,"[""DCinema"",""DCP Core"",""Distribution"",""Image"",""Packaging""]","[""SMPTE.ST298.1997"",""SMPTE.ST377.2004"",""SMPTE.ST429-3.2006"",""SMPTE.ST429-7.2006"",""SMPTE.RP210.10.2007"",""xml-20040204"",""xmlschema-1-20041028"",""xmlschema-2-20041028"",""rfc2396"",""rfc4122""]",undefined,undefined,undefined,undefined,undefined,undefined,https://github.com/SMPTE/st429-10,10.5594/SMPTE.ST429-10.2008,"[""iso26429-10-2009""]","[{""assignedGroup"":""smpte-21dc-tcdg-docmx"",""recApproved"":true,""reviewDate"":""2019-10-18T07:00:00.000Z"",""reviewNeeded"":false,""reviewNotes"":""References"",""reviewPeriod"":""5 Year"",""reviewRec"":""Revise""}]",undefined,undefined,429,"[""SMPTE.ST336.2007"",""SMPTE.ST422.2006"",""SMPTE.ST429-4.2006"",""SMPTE.EG41.2004"",""SMPTE.EG42.2004""]",10,undefined,undefined,undefined,undefined,undefined,undefined,"[""http://www.smpte-ra.org/schemas/429-10/2008/Main-Stereo-Picture-CPL""]"
SMPTE.ST429-12.2008,SMPTE ST 429-12:2008,D-Cinema Packaging — Caption and Closed Subtitle,Standard,https://doi.org/10.5594/SMPTE.ST429-12.2008,2008-12-03T08:00:00.000Z,SMPTE,true,undefined,undefined,undefined,undefined,undefined,undefined,smpte-21dc-tc,"[""DCinema"",""Packaging"",""DCP Core"",""Subtitles"",""Captions"",""Accessibility"",""MXF Application""]","[""SMPTE.ST429-8.2007"",""SMPTE.ST428-10.2008"",""SMPTE.ST429-7.2006"",""xml-20040204"",""xmlschema-1-20041028"",""xmlschema-2-20041028"",""rfc2396""]",undefined,undefined,undefined,undefined,undefined,undefined,https://github.com/SMPTE/st429-12,10.5594/SMPTE.ST429-12.2008,undefined,"[{""assignedGroup"":""smpte-21dc-tcdg-docmx"",""recApproved"":true,""reviewDate"":""2019-10-18T07:00:00.000Z"",""reviewNeeded"":false,""reviewNotes"":""References"",""reviewPeriod"":""5 Year"",""reviewRec"":""Revise""}]",undefined,undefined,429,undefined,12,undefined,undefined,undefined,undefined,undefined,undefined,"[""http://www.smpte-ra.org/schemas/429-12/2008/TT""]"
SMPTE.ST429-13.2009,SMPTE ST 429-13:2009,D-Cinema Packaging —DCP Operational Constraints for Additional Frame Rates,Standard,https://doi.org/10.5594/SMPTE.ST429-13.2009,2009-11-19T08:00:00.000Z,SMPTE,false,undefined,undefined,undefined,undefined,undefined,undefined,smpte-21dc-tc,"[""DCinema"",""Packaging"",""Distribution""]","[""SMPTE.ST428-11.2009"",""SMPTE.ST429-2.2009""]",undefined,undefined,undefined,true,undefined,undefined,undefined,10.5594/SMPTE.ST429-13.2009,undefined,null,2018-03-15T07:00:00.000Z,true,429,undefined,13,2021-05-28T07:00:00.000Z,null,undefined,undefined,undefined,undefined,undefined
SMPTE.ST429-14.2014,SMPTE ST 429-14:2014,D-Cinema Packaging — Aux Data Track File,Standard,https://doi.org/10.5594/SMPTE.ST429-14.2014,2014-05-13T07:00:00.000Z,SMPTE,true,undefined,undefined,undefined,undefined,undefined,undefined,smpte-21dc-tc,"[""DCinema"",""Packaging"",""DCP Core"",""Aux Data"",""MXF Application""]","[""SMPTE.ST377.2004"",""SMPTE.ST379.2004"",""SMPTE.ST400.2012"",""SMPTE.ST429-3.2007"",""SMPTE.ST429-7.2006"",""SMPTE.ST2029.2009"",""xml-20040204"",""xmlschema-1-20041028"",""xmlschema-2-20041028"",""rfc2396""]",undefined,undefined,undefined,undefined,undefined,undefined,https://github.com/SMPTE/st429-14,10.5594/SMPTE.ST429-14.2014,undefined,"[{""assignedGroup"":""smpte-21dc-tcdg-docmx"",""recApproved"":true,""reviewDate"":""2019-10-18T07:00:00.000Z"",""reviewNotes"":""Schema, discussion started in GitHub"",""reviewPeriod"":""5 Year"",""reviewRec"":""Revise""}]",undefined,undefined,429,"[""SMPTE.ST298.2009"",""SMPTE.ST336.2007""]",14,undefined,undefined,undefined,undefined,undefined,undefined,"[""http://www.smpte-ra.org/schemas/429-14/2014/Aux-Data""]"
SMPTE.ST429-16.2014,SMPTE ST 429-16:2014,Additional Composition Metadata and Guidelines,Standard,https://doi.org/10.5594/SMPTE.ST429-16.2014,2014-09-26T07:00:00.000Z,SMPTE,true,undefined,undefined,undefined,undefined,undefined,undefined,smpte-21dc-tc,"[""DCinema"",""Packaging"",""DCP Core"",""Distribution"",""Metadata""]","[""SMPTE.ST428-12.2013"",""SMPTE.ST429-7.2006"",""SMPTE.ST429-10.2008"",""SMPTE.ST429-12.2008"",""rfc5234"",""rfc5646"",""xpath-19991116"",""xmlschema-1-20041028"",""xmlschema-2-20041028""]",undefined,undefined,undefined,undefined,undefined,undefined,https://github.com/SMPTE/st429-16,10.5594/SMPTE.ST429-16.2014,undefined,"[{""assignedGroup"":""smpte-21dc-tcdg-docmx"",""recApproved"":true,""reviewDate"":""2019-10-18T07:00:00.000Z"",""reviewNotes"":""References, and additional work requests"",""reviewPeriod"":""5 Year"",""reviewRec"":""Revise"",""workType"":""Review""}]",undefined,undefined,429,"[""iso3166-1-2006"",""un-scac-r4"",""dcnc"",""iana-lsr"",""rfc4647"",""cmr-ml""]",16,undefined,undefined,undefined,undefined,undefined,undefined,"[""http://www.smpte-ra.org/schemas/429-16/2014/CPL-Metadata""]"
SMPTE.ST429-17.2017,SMPTE ST 429-17:2017,XML Constraints,Standard,https://doi.org/10.5594/SMPTE.ST429-17.2017,2017-12-27T08:00:00.000Z,SMPTE,true,undefined,undefined,undefined,undefined,undefined,undefined,smpte-21dc-tc,"[""DCinema"",""Packaging"",""DCP Core"",""Distribution"",""XML""]","[""xml-20040204"",""xmlschema-1-20041028"",""xmlschema-2-20041028"",""iso10646-1-2000""]",undefined,undefined,undefined,undefined,undefined,undefined,https://github.com/SMPTE/st429-17,10.5594/SMPTE.ST429-17.2017,undefined,"[{""assignedGroup"":""smpte-21dc-tcdg-docmx"",""recApproved"":true,""reviewDate"":""2019-10-18T07:00:00.000Z"",""reviewNotes"":""Norm Ref"",""reviewPeriod"":""1 Year"",""reviewRec"":""Revise""}]",undefined,undefined,429,undefined,17,undefined,undefined,undefined,undefined,undefined,undefined,undefined
SMPTE.ST429-18.2019,SMPTE ST 429-18:2019,D-Cinema Packaging - Immersive Audio Track File,Standard,https://doi.org/10.5594/SMPTE.ST429-18.2019,2019-06-25T07:00:00.000Z,SMPTE,true,undefined,undefined,undefined,undefined,undefined,undefined,smpte-21dc-tc,"[""DCinema"",""Packaging"",""Immersive Audio"",""Sound"",""MXF Application""]","[""SMPTE.ST377.2004"",""SMPTE.ST379.2004"",""SMPTE.ST400.2012"",""SMPTE.ST429-3.2007"",""SMPTE.ST429-7.2006"",""SMPTE.ST2029.2009"",""SMPTE.ST2098-2.2019"",""xml-20040204"",""xmlschema-1-20041028"",""xmlschema-2-20041028"",""rfc2396""]",undefined,undefined,undefined,undefined,undefined,undefined,https://github.com/SMPTE/st429-18,10.5594/SMPTE.ST429-18.2019,undefined,"[{""assignedGroup"":""smpte-21dc-tcdg-docmx"",""recApproved"":true,""reviewDate"":""2020-03-12T07:00:00.000Z"",""reviewPeriod"":""1 Year"",""reviewRec"":""Reaffirm""}]",2020-06-03T07:00:00.000Z,true,429,undefined,18,undefined,undefined,undefined,undefined,undefined,undefined,undefined
SMPTE.ST429-19.2019,SMPTE ST 429-19:2019,D-Cinema Packaging — DCP Operational Constraints for Immersive Audio,Standard,https://doi.org/10.5594/SMPTE.ST429-19.2019,2019-06-25T07:00:00.000Z,SMPTE,true,undefined,undefined,undefined,undefined,undefined,undefined,smpte-21dc-tc,"[""DCinema"",""Packaging"",""Distribution"",""Immersive Audio"",""Metadata""]","[""SMPTE.ST429-2.2019"",""SMPTE.ST429-7.2006"",""SMPTE.ST429-18.2019"",""SMPTE.ST2098-2.2019"",""SMPTE.ST429-16.2014"",""SMPTE.ST430-12.2014Am1.2019""]",undefined,undefined,undefined,undefined,undefined,undefined,https://github.com/SMPTE/st429-19,10.5594/SMPTE.ST429-19.2019,undefined,"[{""assignedGroup"":""smpte-21dc-tcdg-docmx"",""recApproved"":true,""reviewDate"":""2020-03-12T07:00:00.000Z"",""reviewNotes"":""References"",""reviewPeriod"":""1 Year"",""reviewRec"":""Revise""}]",undefined,undefined,429,undefined,19,undefined,undefined,undefined,undefined,undefined,undefined,undefined
SMPTE.ST429-2.2009,SMPTE ST 429-2:2009,D-Cinema Packaging — DCP Operational Constraints,Standard,https://doi.org/10.5594/SMPTE.ST429-2.2009,2009-03-11T07:00:00.000Z,SMPTE,false,undefined,undefined,true,"[""SMPTE.ST429-2.2011""]",undefined,undefined,smpte-21dc-tc,"[""DCinema"",""Packaging"",""DCP Core"",""Distribution""]",null,undefined,undefined,undefined,undefined,2011-09-23T07:00:00.000Z,undefined,undefined,10.5594/SMPTE.ST429-2.2009,undefined,null,undefined,undefined,429,null,2,undefined,null,undefined,undefined,undefined,undefined,undefined
SMPTE.ST429-2.2011,SMPTE ST 429-2:2011,D-Cinema Packaging — DCP Operational Constraints,Standard,https://doi.org/10.5594/SMPTE.ST429-2.2011,2011-09-23T07:00:00.000Z,SMPTE,false,undefined,undefined,true,"[""SMPTE.ST429-2.2013""]",true,"[""SMPTE.ST429-2.2011Am1.2013""]",smpte-21dc-tc,"[""DCinema"",""Packaging"",""DCP Core"",""Distribution""]",null,undefined,undefined,"Amended, Superseded",undefined,2013-09-28T07:00:00.000Z,undefined,undefined,10.5594/SMPTE.ST429-2.2011,undefined,null,undefined,undefined,429,null,2,undefined,null,undefined,undefined,undefined,undefined,undefined
SMPTE.ST429-2.2011Am1.2013,SMPTE ST 429-2:2011 Am1:2013,D-Cinema Packaging — DCP Operational Constraints — Amendment 1,Standard,https://doi.org/10.5594/SMPTE.ST429-2.2011Am1.2013,2013-01-16T08:00:00.000Z,SMPTE,false,undefined,undefined,true,"[""SMPTE.ST429-2.2013""]",undefined,undefined,smpte-21dc-tc,"[""DCinema"",""Packaging"",""DCP Core"",""Distribution""]",null,undefined,undefined,Rolled up,undefined,2013-09-28T07:00:00.000Z,undefined,undefined,10.5594/SMPTE.ST429-2.2011Am1.2013,undefined,null,undefined,undefined,429,null,2,undefined,null,undefined,undefined,undefined,undefined,undefined
SMPTE.ST429-2.2013,SMPTE ST 429-2:2013,D-Cinema Packaging — DCP Operational Constraints,Standard,https://doi.org/10.5594/SMPTE.ST429-2.2013,2013-09-28T07:00:00.000Z,SMPTE,false,undefined,undefined,true,"[""SMPTE.ST429-2.2019""]",true,"[""SMPTE.ST429-2.2013Am1.2018""]",smpte-21dc-tc,"[""DCinema"",""Packaging"",""DCP Core"",""Distribution""]","[""SMPTE.ST377-1.2011"",""SMPTE.ST377-4.2012"",""SMPTE.ST382.2007"",""SMPTE.ST400.2012"",""SMPTE.ST422.2006"",""SMPTE.ST428-1.2006"",""SMPTE.ST428-2.2006"",""SMPTE.ST428-7.2010"",""SMPTE.ST428-10.2008"",""SMPTE.ST428-12.2013"",""SMPTE.ST429-3.2007"",""SMPTE.ST429-4.2006"",""SMPTE.ST429-5.2009"",""SMPTE.ST429-6.2006"",""SMPTE.ST429-7.2006"",""SMPTE.ST429-8.2007"",""SMPTE.ST429-10.2008"",""SMPTE.ST429-12.2008"",""SMPTE.ST430-2.2006"",""SMPTE.ST2029.2009"",""ios10646-2003"",""iso15444-1-2004"",""iso15444-1-2004-amd1-2006"",""iso15948-2004"",""iec-61966-2-1-1999"",""rfc4246"",""rfc4122""]",undefined,undefined,undefined,undefined,undefined,undefined,https://github.com/SMPTE/st429-2,10.5594/SMPTE.ST429-2.2013,undefined,null,undefined,undefined,429,"[""SMPTE.ST336.2007"",""SMPTE.RP224v12.2012"",""SMPTE.ST428-11.2013"",""SMPTE.ST429-13.2009"",""xml-20040204"",""xmlschema-1-20041028"",""xmlschema-2-20041028"",""rfc2046""]",2,undefined,null,undefined,undefined,undefined,undefined,undefined
SMPTE.ST429-2.2013Am1.2018,SMPTE ST 429-2:2013 Am 1:2018,D-Cinema Packaging – DCP Operational Constraints,Standard,https://doi.org/10.5594/SMPTE.ST429-2.2013Am1.2018,2019-01-25T08:00:00.000Z,SMPTE,false,undefined,undefined,true,"[""SMPTE.ST429-2.2019""]",undefined,undefined,smpte-21dc-tc,"[""DCinema"",""Packaging"",""DCP Core"",""Distribution""]","[""SMPTE.ST377-1.2011"",""SMPTE.ST377-4.2012"",""SMPTE.ST382.2007"",""SMPTE.ST400.2012"",""SMPTE.ST422.2006"",""SMPTE.ST428-1.2006"",""SMPTE.ST428-2.2006"",""SMPTE.ST428-7.2010"",""SMPTE.ST428-10.2008"",""SMPTE.ST428-12.2013"",""SMPTE.ST429-3.2007"",""SMPTE.ST429-4.2006"",""SMPTE.ST429-5.2009"",""SMPTE.ST429-6.2006"",""SMPTE.ST429-7.2006"",""SMPTE.ST429-8.2007"",""SMPTE.ST429-10.2008"",""SMPTE.ST429-12.2008"",""SMPTE.ST430-2.2006"",""SMPTE.ST2029.2009"",""ios10646-2003"",""iso15444-1-2016"",""iso15948-2004"",""iec-61966-2-1-1999"",""rfc4246"",""rfc4122""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,10.5594/SMPTE.ST429-2.2013Am1.2018,undefined,null,undefined,undefined,429,"[""SMPTE.ST336.2007"",""SMPTE.RP224v12.2012"",""xml-20040204"",""xmlschema-1-20041028"",""xmlschema-2-20041028"",""rfc2046""]",2,undefined,null,undefined,undefined,undefined,undefined,undefined
SMPTE.ST429-2.2019,SMPTE ST 429-2:2019,D-Cinema Packaging — DCP Operational Constraints,Standard,https://doi.org/10.5594/SMPTE.ST429-2.2019,2020-05-12T07:00:00.000Z,SMPTE,false,undefined,undefined,true,"[""SMPTE.ST429-2.2020""]",undefined,undefined,smpte-21dc-tc,"[""DCinema"",""Packaging"",""DCP Core"",""Distribution""]","[""SMPTE.ST377.2004"",""SMPTE.ST377-4.2012"",""SMPTE.ST382.2007"",""SMPTE.ST400.2012"",""SMPTE.ST422.2006"",""SMPTE.ST428-1.2006"",""SMPTE.ST428-2.2006"",""SMPTE.ST428-7.2014"",""SMPTE.ST428-10.2008"",""SMPTE.ST428-12.2013"",""SMPTE.ST429-3.2007"",""SMPTE.ST429-4.2006"",""SMPTE.ST429-5.2017"",""SMPTE.ST429-6.2006"",""SMPTE.ST429-7.2006"",""SMPTE.ST429-8.2007"",""SMPTE.ST429-10.2008"",""SMPTE.ST429-12.2008"",""SMPTE.ST429-16.2014"",""SMPTE.ST430-2.2006"",""SMPTE.ST2029.2009"",""SMPTE.ST429-17.2017"",""ios10646-2003"",""iso15444-1-2004"",""iso15444-1-2004-amd1-2006"",""iso15948-2004"",""iec-61966-2-1-1999"",""rfc7302"",""rfc4246"",""rfc4122""]",undefined,undefined,"To be updated, incorporating 2018 Amendment for new 2020 version",undefined,2020-12-22T08:00:00.000Z,undefined,undefined,10.5594/SMPTE.ST429-2.2019,undefined,null,undefined,undefined,429,"[""SMPTE.ST336.2007"",""SMPTE.RP224v12.2012"",""SMPTE.ST428-11.2013"",""SMPTE.ST429-13.2009"",""xml-20040204"",""xmlschema-1-20041028"",""xmlschema-2-20041028"",""rfc2046""]",2,undefined,null,undefined,undefined,undefined,undefined,undefined
SMPTE.ST429-2.2019Am1.2020,SMPTE ST 429-2:2019 Am 1:2020,D-Cinema Packaging – DCP Operational Constraints,Standard,undefined,undefined,SMPTE,false,undefined,undefined,true,"[""SMPTE.ST429-2.2020""]",undefined,undefined,smpte-21dc-tc,"[""DCinema"",""Packaging"",""DCP Core"",""Distribution""]","[""SMPTE.ST377.2004"",""SMPTE.ST377-4.2012"",""SMPTE.ST382.2007"",""SMPTE.ST400.2012"",""SMPTE.ST422.2006"",""SMPTE.ST428-1.2019"",""SMPTE.ST428-2.2006"",""SMPTE.ST428-7.2014"",""SMPTE.ST428-10.2008"",""SMPTE.ST428-12.2013"",""SMPTE.ST429-3.2007"",""SMPTE.ST429-4.2020"",""SMPTE.ST429-5.2017"",""SMPTE.ST429-6.2006"",""SMPTE.ST429-6.2006Am1.2018"",""SMPTE.ST429-7.2006"",""SMPTE.ST429-8.2007"",""SMPTE.ST429-10.2008"",""SMPTE.ST429-12.2008"",""SMPTE.ST429-16.2014"",""SMPTE.ST430-2.2017"",""SMPTE.ST2029.2009"",""SMPTE.ST429-17.2017"",""iso10646-2017"",""iso15444-1-2019"",""iso15948-2004"",""iec-61966-2-1-1999"",""rfc7972"",""rfc4246"",""rfc4122""]",false,undefined,undefined,undefined,2020-12-22T08:00:00.000Z,undefined,undefined,undefined,undefined,null,undefined,undefined,429,"[""SMPTE.RP224v12.2012""]",2,undefined,null,undefined,undefined,undefined,undefined,undefined
SMPTE.ST429-2.2020,SMPTE ST 429-2:2020,D-Cinema Packaging — DCP Operational Constraints,Standard,https://doi.org/10.5594/SMPTE.ST429-2.2020,2020-12-22T08:00:00.000Z,SMPTE,true,undefined,undefined,undefined,undefined,undefined,undefined,smpte-21dc-tc,"[""DCinema"",""Packaging"",""DCP Core"",""Distribution""]","[""SMPTE.ST377.2004"",""SMPTE.ST377-4.2012"",""SMPTE.ST382.2007"",""SMPTE.ST400.2012"",""SMPTE.ST422.2006"",""SMPTE.ST428-1.2019"",""SMPTE.ST428-2.2006"",""SMPTE.ST428-7.2014"",""SMPTE.ST428-10.2008"",""SMPTE.ST428-12.2013"",""SMPTE.ST429-3.2007"",""SMPTE.ST429-4.2020"",""SMPTE.ST429-5.2017"",""SMPTE.ST429-6.2006"",""SMPTE.ST429-6.2006Am1.2018"",""SMPTE.ST429-7.2006"",""SMPTE.ST429-8.2007"",""SMPTE.ST429-10.2008"",""SMPTE.ST429-12.2008"",""SMPTE.ST429-16.2014"",""SMPTE.ST430-2.2017"",""SMPTE.ST2029.2009"",""SMPTE.ST429-17.2017"",""iso10646-2017"",""iso15444-1-2019"",""iso15948-2004"",""iec-61966-2-1-1999"",""rfc7972"",""rfc4246"",""rfc4122""]",false,undefined,undefined,undefined,undefined,undefined,https://github.com/SMPTE/st429-2,10.5594/SMPTE.ST429-2.2020,undefined,null,undefined,undefined,429,"[""SMPTE.RP224v12.2012""]",2,undefined,null,undefined,undefined,undefined,undefined,undefined
SMPTE.ST429-20.20XX,SMPTE ST 429-20:20XX,D-Cinema Packaging — MXF Constraints,Standard,undefined,undefined,SMPTE,undefined,undefined,undefined,undefined,undefined,undefined,undefined,smpte-21dc-tc,"[""DCinema"",""Packaging"",""MXF Application""]","[""SMPTE.ST377-1.2019""]",true,undefined,undefined,undefined,undefined,undefined,https://github.com/SMPTE/st429-20,undefined,undefined,undefined,undefined,undefined,429,"[""SMPTE.ST429-6.2006"",""SMPTE.ST2123.2021-01""]",20,undefined,"[{""projectId"":""st429-20-20XX-id""}]",true,undefined,undefined,undefined,undefined
SMPTE.ST429-3.2006,SMPTE ST 429-3:2006,D-Cinema Packaging - Sound and Picture Track File,Standard,undefined,2006-08-03T07:00:00.000Z,SMPTE,false,undefined,undefined,true,"[""SMPTE.ST429-3.2007""]",undefined,undefined,smpte-21dc-tc,"[""DCinema"",""Packaging"",""DCP Core"",""Image"",""Sound"",""MXF Application"",""JPEG2000""]",null,undefined,undefined,Unable to find,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,429,null,3,undefined,null,undefined,undefined,undefined,undefined,undefined
